Token;Label;accord
oolporteur;;
se;;
mit;;
i;PER;PER
tuhle;PER;PER
0;;
et;;
on;;
lui;;
uapprit;;
"
";;
que;;
leanne;PER;PER
atait;PER;PER
mariee;PER;PER
a;;
grand;;
Louis;PER;PER
0;;
et;;
qqu';;
ils;;
"
";;
devaient;;
se;;
mettre;;
i;;
leur;;
menage;;
le;;
lendemain;;
.;;
"
";;
a;;
le;;
ne;;
vois;;
pas;;
votre;;
fille;;
alnee;PER;PER
0;;
ni;;
cette;;
eeer-;;
"
";;
vel6e;;
de;;
Marguerite;PER;PER
0;;
ni;;
le;;
bouvier;;
Claudel;PER;PER
"
";;
--;;
Ma;PER;PER
Solange;PER;PER
est;;
marie;;
et;;
dameure;;
dans;;
une;;
"
";;
metairie;;
tout;;
prs;;
dici;;
0;;
qui;;
appartient;;
aussi;;
i;;
"
";;
M.;PER;PER
Dumont;PER;PER
";";;
Claude;PER;PER
a;;
epous6;;
Marguerite;PER;PER
et;;
s';;
en;;
"
";;
est;;
alle;LOC;LOC
dans;;
le;;
bourg;;
.;;
C';;
est;;
un;;
triste;;
mariage;;
qu';;
il;;
"
";;
a;;
fait;;
l;;
";";;
quoiqu';;
il;;
n';;
ait;;
gubre;;
d';;
esprit;;
0;;
e';PER;PER
est;;
un;;
"
";;
brave;;
gargon;PER;PER
et;;
bien;;
eourageux;;
.;;
"
";;
0;;
Rt;;
eette;;
jeune;;
fllle;;
0;PER;PER
li;PER;PER
0;;
dit;;
le;;
marchand;;
en;;
"
";;
dsignant;;
Louise;PER;PER
0;;
est;;
ce;;
qus;;
e';;
est;;
ce;;
petit;;
lutin;;
qui;;
"
";;
sautait;;
toute;;
la;;
journee;;
autour;;
de;;
leanne;LOC;LOC
f;;
"
";;
0;;
Oui;;
0;;
mon;;
ami;;
";";;
mais;;
si;;
elle;;
a;;
grandi;;
0;;
sais-;;
"
";;
ta;;
que;;
tei;;
aussi;;
tu;;
es;;
grandi;;
;;
et;;
ehang6f;;
c';;
esta;;
"
";;
peine;;
si;;
je;;
t';;
ai;;
reeonnu;;
.;;
n;;
"
";;
Apres;PER;PER
dtner;PER;PER
0;;
le;;
marehand;ORG;ORG
s';;
en;;
alla;;
chez;;
M.;PER;PER
le;;
"
";;
cure;;
0;;
et;;
il;;
n';;
en;;
revint;;
que;;
pour;;
souper;;
.;;
Avant;;
de;;
"
";;
se;;
mettre;;
h;;
table;;
0;;
il;;
entra;;
dans;;
la;;
grange;;
o;;
l';;
on;;
"
";;
avait;;
rang6;;
sa;;
voiture;;
0;;
et;;
il;;
rapporta;;
trois;;
eouver-;;
"
";;
tures;;
de;;
coton;;
0;;
deux;;
eravates;;
noire;;
et;;
un;;
tres;;
0;;
beau;;
"
";;
foulard;;
.;;
II;PER;PER
uffrit;;
une;;
couvertuire;;
a;;
ehaeune;;
des;;
filles;;
"
";;
mari6ees;;
0;;
lautre;PER;PER
h;PER;PER
Jeanne;PER;PER
et;;
le;;
foulrd;;
 ;;
Louise;PER;PER
";";;
"
";;
puis;;
ilprit;;
les;;
eravates;;
noires;;
et;;
voulut;;
an;;
donner;;
"
";;
:;;
:;;
:;;
:;;
:;;
:;;
:;;
:;;
:;;
:;;
-.-BANME;;
RPOUSR;MISC;MISC
E;MISC;MISC
MEHB;MISC;MISC
.;;
13;;
"
";;
tu;;
te;;
rines;;
pour;;
nous;;
.;;
le;;
vaeux;;
bion;;
taheter;;
"
";;
quelque;;
ohoso;;
0;;
mais;;
je;;
naeeepterai;MISC;MISC
rian;MISC;MISC
0;;
absolu-;;
"
";;
mint;MISC;MISC
rien;;
.;;
"
";;
0;;
attre;;
ITixiet;MISC;MISC
0;;
vous;;
ne;;
me;;
causere;;
pas;;
une;;
"
";;
humiliation;;
pareille;;
.;;
Si;;
on;;
impose;;
des;;
abliations;;
"
";;
i;;
eeux;;
a;;
qui;;
lon;;
rend;;
service;;
0;;
on;;
en;;
contraete;;
"
";;
aussi;;
envers;;
eux;;
";";;
ilne;;
faut;;
pas;;
refuser;;
aux;;
gens;;
h;;
"
";;
qui;;
lon;;
fait;;
du;;
bion;;
le;;
plaisir;;
de;;
se;;
montrer;;
re-;;
"
";;
eonnaissants;;
.;;
"
";;
0;;
Tu;;
as;;
raison;;
:;;
je;;
n';;
ai;;
plus;;
rien;;
a;;
dire;;
";";;
"
";;
donne;;
0;;
mon;;
gargon;;
0;;
et;;
grand;;
mersi;;
.;;
n;;
"
";;
Etchaeun;PER;PER
prit;;
ce;;
que;;
lui;;
avait;;
apporte;;
le;;
mar-;;
"
";;
chand;LOC;LOC
.;;
"
";;
Ie;;
oeloerteur;;
vndi;PER;PER
i;PER;PER
tout;;
ls;MISC;MISC
viIlage;MISC;MISC
.;;
"
";;
Le;;
lendemain;;
0;;
aprbes;PER;PER
la;PER;PER
messe;PER;PER
0;;
quele;;
eolporteur;;
"
";;
entendit;;
bian;;
d6vtemnent;;
0;;
il;;
6tala;;
sa;;
boutique;;
sur;;
"
";;
la;;
placee;;
de;;
lglise;;
0;;
etil;PER;PER
annonga;PER;PER
h;;
haute;;
voix;;
qu';;
il;;
"
";;
vendrait;;
ses;;
mtarehandises;;
anu;;
prix;;
eotant;;
0;;
en;;
re-;;
"
";;
eonnaissanee;PER;PER
du;;
serviee;LOC;LOC
qu';;
on;;
lui;;
avait;;
rendu;;
au-;;
"
";;
trefois;LOC;LOC
dans;;
le;;
pays;;
.;;
Chacun;;
sapproeha;LOC;LOC
et;;
aeheta;;
"
";;
ce;;
qui;;
li;;
convenait;;
.;;
Il;;
dtna;;
ehez;LOC;LOC
.;;
le;;
cur6e;;
.;;
Pen-;;
"
";;
dant;;
que;;
les;;
femmes;;
de;;
la;;
ferme;;
s';;
oeeupaient;;
a;;
"
";;
preparer;;
le;;
souper;;
dans;;
la;;
maison;;
de;;
leanne;LOC;LOC
et;;
y;;
"
";;
transportaient;;
tout;;
ce;;
qui;;
tait;;
necessaire;;
0;;
Louise;PER;PER
"
";;
mit;;
0;;
sans;;
en;;
rien;;
dire;;
0;;
une;;
petirte;;
provision;;
de;;
];;
"
";;
wteeese;PER;PER
e;PER;PER
h;PER;PER
huehs;PER;PER
de;;
Jane;PER;PER
aree;;
dexs;;
];;
"
";;
grand;;
pains;;
de;;
froment;;
.;;
"
";;
Apres;;
les;;
vpres;;
0;;
M.;PER;PER
le;;
u6;ORG;ORG
vint;;
hnir;;
la;;
mai-;;
];;
"
";;
son;;
et;;
ensuite;;
lon;PER;PER
se;;
mit;;
h;;
table;;
.;;
oute;PER;PER
Ia;PER;PER
famille;;
];;
"
";;
du;;
Grand-Bail;LOC;LOC
6tait;;
l;;
0;;
exeept6;;
la;;
mattresss;LOC;LOC
0;;
i]1;LOC;LOC
t;LOC;LOC
"
";LOC;LOC
TROIsIita;MISC;MISC
PARTIR;MISC;MISC
.;;
"
";;
nae;;
sa;;
levuit;;
plus;;
.;;
Solange;PER;PER
6tait;;
venua;;
aussi;;
aveoe;;
"
";;
san;LOC;LOC
mari;LOC;LOC
.;;
"
";;
a;;
T;PER;PER
voil;PER;PER
dono;PER;PER
dans;;
ta;;
maison;;
0;;
ma;;
Jeanne;PER;PER
0;;
dit;;
"
";;
maltr;PER;PER
Iixier;PER;PER
";";;
vas;;
0;;
tu;;
tre;;
heureusel;;
meis;;
nous;;
"
";;
nous;;
aperevrons;;
bien;;
que;;
tu;;
nes;;
plus;;
avaa;;
nous;;
.;;
"
";;
0;;
I1;MISC;MISC
fallait;;
bien;;
0;;
dit;;
N;LOC;LOC
0;;
le;;
oure;;
0;;
que;;
ees;PER;PER
hruaves;PER;PER
"
";;
gens;;
finissent;;
par;;
se;;
mettre;;
h;;
leur;;
menage;;
.;;
J';;
ai;;
"
";;
b6ni;;
la;;
maison;;
de;;
bon;;
ceur;;
0;;
ear;;
je;;
suis;;
bin;PER;PER
str;PER;PER
"
";;
qu';;
il;;
ne;;
s';;
y;;
fera;;
jamais;;
rien;;
de;;
mal;;
et;;
que;;
les;;
en-;;
"
";;
fants;;
y;;
seront;;
bien;;
leves;;
0;;
"
";;
0;;
Elle;;
s';;
y;;
prendra;;
de;;
bonne;;
heure;;
0;;
monsieur;;
"
";;
le;;
cure;;
";";;
ne;;
fait;;
-elle;;
pas;;
djh;MISC;MISC
compter;;
sa;;
petite;;
"
";;
Nannettel;LOC;LOC
y;;
a;;
-t;;
-il;;
du;;
bon;;
sensf;;
"
";;
0;;
Notre;;
maltre;;
0;;
est;;
-ce;;
que;;
vous;;
ne;;
serer;;
ps;ORG;ORG
"
";;
ontent;;
quand;;
0;;
h;;
la;;
veille;;
0;;
la;;
petite;;
vous;;
lira;;
do;;
"
";;
jolies;;
histoiresf;;
"
";;
0;;
Mais;;
orois;LOC;LOC
0;LOC;LOC
tu;LOC;LOC
0;;
Jeanne;PER;PER
0;;
que;;
0;;
si;;
elle;;
apprend;;
"
";;
sitt;;
a;;
lire;;
0;;
ga;;
ne;;
la;;
d6gotera;;
pas;;
de;;
travailler;;
;;
"
";;
0;;
Soyes;;
tranquilleo;;
0;;
notre;;
malitrel;;
ce;;
qui;;
ntre;;
"
";;
dans;;
la;;
tete;;
ne;;
gte;;
pas;;
les;;
doigts;;
";";;
et;;
ceux;;
qui;;
"
";;
l';;
ont;;
pleine;;
de;;
toutes;;
sortes;;
de;;
bonnes;;
choses;;
tra-;;
"
";;
vaillent;;
aussi;;
bien;;
que;;
les;;
autres;;
0;;
s';;
ils;;
ont;;
du;;
"
";;
eourage;;
";";;
n';;
est-e;;
pas;;
0;;
monsieur;;
le;;
eure?n;;
"
";;
M;LOC;LOC
0;;
ls;PER;PER
auri;PER;PER
donne;;
rasisn;PER;PER
h;PER;PER
Jeanno;PER;PER
.;;
"
";;
x;;
leanne;;
a;;
raison;;
0;;
dit;;
le;;
cure;;
:;;
ne;;
vaut;;
-il;;
pas;;
"
";;
mieux;;
0;;
le;;
dimanche;;
0;;
passer;;
son;;
temps;;
a;;
faire;;
une;;
"
";;
leture;;
0;;
ou;;
bien;;
i;MISC;MISC
enseigner;MISC;MISC
i;MISC;MISC
lire;;
aux;;
autres;;
0;;
que;;
"
";;
de;;
se;;
disputer;;
ou;;
de;;
faire;;
des;;
eommrages;;
au;;
d6-;;
"
";;
pens;;
du;;
proehain;;
?;;
J';;
ai;;
toujours;;
vu;;
que;;
les;;
hom-;;
"
";;
mes;;
qui;;
savent;;
quelque;;
chose;;
sont;;
plus;;
faeiles;;
aJRANME;;
RPOU;;
RT;;
MRRR;;
.;;
"
";;
1;;
M;PER;PER
"
";;
vivre;;
que;;
las;;
autres;;
";";;
et;;
les;;
tfemmes;;
qui;;
ont;;
uppris;ORG;ORG
"
";;
h;;
lire;;
0;;
 ;;
6arire;;
0;;
et;;
qui;;
savent;;
se;;
servir;;
de;;
l';;
ai-;;
"
";;
guille;;
0;;
sont;;
plus;;
assidues;;
dans;;
lur;MISC;MISC
maison;MISC;MISC
et;;
la;;
"
";;
tiennont;;
plus;;
proprement;;
.;;
"
";;
0;;
Yoyes;;
don;;
:;;
grand;;
Lous;;
0;;
pourtantl;;
il;;
ne;;
asuit;;
"
";;
pas;;
seulement;;
signer;;
son;;
nom;;
.;;
"
";;
0;;
Aussi;;
0;;
notrae;PER;PER
maitre;PER;PER
0;;
s';;
eria;;
eelui;;
0;;
ci;;
0;;
avunt;PER;PER
"
";;
que;;
d;;
avoir;;
truuv6;;
leanne;;
0;;
je;;
nae;;
valais;;
pas;;
grand'-;;
"
";;
choso;;
";";;
je;;
brutalisais;;
tout;;
le;;
monde;;
.;;
"
";;
0;;
fEst;;
0;;
e;;
qu';;
elle;;
auruait;;
tant;;
d';;
id6o;PER;PER
0;;
Jeanne;PER;PER
0;;
dit;;
"
";;
los6phino;;
0;;
est-c;;
qu';;
elle;;
serait;;
si;;
bonne;;
si;;
les;;
da-;;
"
";;
mes;;
Dumont;PER;PER
ne;;
lui;;
avaient;;
appris;;
tant;;
de;;
choses;;
?;;
"
";;
0;;
Tu;;
as;;
bien;;
raison;;
0;;
ma;;
losephine;LOC;LOC
.;;
J';;
aurais;;
"
";;
fait;;
omme;;
tant;;
d';;
autres;;
qui;;
ne;;
pensnt;;
 ;;
rien;;
du;;
"
";;
tout;;
.;;
Aussi;;
0;;
apres;;
le;;
hon;;
ieu;;
qui;;
m';;
a;;
donn6;;
une;;
"
";;
me;;
0;;
et;;
ma;;
pauvre;;
mre;;
0;;
qui;;
ma;;
mise;;
au;;
monde;;
0;;
"
";;
upres;;
la;;
mre;;
Nannette;LOC;LOC
0;;
qui;;
m';;
a;;
tir6e;;
de;;
la;;
misbre;LOC;LOC
0;;
"
";;
je;;
dois;;
tout;;
 ;;
ces;;
dames;;
:;;
car;;
vous;;
ne;;
m';;
auriez;;
"
";;
pas;;
tant;;
protegee;;
0;;
mattre;PER;PER
Tixier;PER;PER
0;;
si;;
elles;;
n';;
avaient;;
"
";;
pas;;
pris;;
soin;;
de;;
moi;;
.;;
Aussi;;
je;;
serai;;
reeonnaissante;;
"
";;
envers;;
elles;;
jusquau;;
dernier;;
jour;;
de;;
ma;;
vie;;
.;;
"
";;
ILe;PER;PER
olparteur;PER;PER
arle;PER;PER
de;PER;PER
ses;PER;PER
affhires;PER;PER
.;;
"
";;
x;PER;PER
Monsieur;PER;PER
le;;
eur6;;
0;;
dit;;
Louise;PER;PER
0;;
vous;;
avez;;
une;;
"
";;
bien;;
belle;;
nappe;;
d';;
autel;;
0;;
ce;;
matin;;
0;;
a;;
la;;
messe;;
.;;
Je;;
"
";;
purie;MISC;MISC
que;;
cest;PER;PER
ce;;
jeune;;
marchand;;
qui;;
vous;;
l';;
a;;
"
";;
uapport6el;;
"
";;
0;;
Oui;;
0;;
ma;;
fille;;
";";;
il;;
a;;
voulu;;
faire;;
ee;;
eadeau;;
a;;
"
";;
Il;MISC;MISC
pauvre;MISC;MISC
eglise;MISC;MISC
";";;
e';PER;PER
est;;
un;;
brve;PER;PER
amenr;PER;PER
qui;;
n';;
aou-;;
"
";;
bli6;;
auoun;;
de;;
ceux;;
qui;;
l';;
ont;;
oblig6;ORG;ORG
.;;
"
";;
0;;
T;;
as;;
done;;
fit;;
de;;
honnes;;
afaires;;
0;;
tei;;
0;;
dil;;
"
";;
101t6;;
"
";;
TROISIMIE;;
PARII;MISC;MISC
.;;
"
";;
matra;ORG;ORG
Tixiar;ORG;ORG
en;;
s';;
adressant;;
au;;
oalporteur;;
";";;
je;;
voia;;
"
";;
que;;
tu;;
as;;
un;;
eheval;;
et;;
une;;
voiture;;
0;;
sans;;
aoomnpter;;
"
";;
ca;ORG;ORG
qu';;
il;;
y;;
a;;
dedans;;
.;;
"
";;
0;;
Mais;;
oui;;
";";;
mes;;
petites;;
affhires;;
ne;;
vont;;
pas;;
"
";;
trop;;
mal;;
.;;
"
";;
0;;
C';;
est;;
la;;
reeompense;;
devotre;;
bonne;;
conduite;;
0;;
"
";;
lit;;
.;;
le;;
eur6;MISC;MISC
.;;
"
";;
0;;
Pour;;
vous;;
dire;;
toute;;
la;;
vrit6;MISC;MISC
0;;
iai;;
eu;;
bian;;
de;;
"
";;
lua;MISC;MISC
peine;;
 ;;
prendre;;
des;;
habitudes;;
r6gulibres;;
.;;
Jai;;
"
";;
souvent;;
raneontr6;;
danciens;;
eamarades;;
qui;;
se;;
mo-;ORG;ORG
"
";;
quaient;;
de;;
moi;;
0;;
et;;
jai;;
6t6;;
plus;;
d';;
une;;
fois;;
sur;;
le;;
"
";;
point;;
de;;
c6eder;;
 ;;
leurs;;
rilleries;;
et;;
de;;
les;;
imiter;;
.;;
"
";;
Mais;;
quand;;
mes;;
yeux;;
renceontraient;;
un;;
miroir;;
"
";;
et;;
que;;
je;;
voyais;;
ma;;
cicatrice;;
0;;
je;;
pensais;;
a;;
vous;;
"
";;
tout;;
de;;
suite;;
0;;
monsieur;;
le;;
cure;;
0;;
et;;
aussi;;
h;;
la;;
mai;;
"
";;
son;;
du;;
pre;;
ITixier;MISC;MISC
0;;
et;;
je;;
redevenais;;
fort;;
contre;;
la;;
"
";;
tsntation;;
.;;
Il;;
est;;
si;;
diffieile;PER;PER
de;PER;PER
rompre;PER;PER
aveo;PER;PER
les;;
"
";;
mauvaises;;
habitudesl;;
"
";;
0;;
Vous;;
dites;;
lh;;
une;;
grande;;
v6rite;;
0;;
mon;;
ami;;
";";;
"
";;
ce';;
est;;
pourquoi;;
l';;
on;;
ne;;
saurait;;
veiller;;
de;;
trop;;
prs;;
"
 ";;
s';;
en;;
pr6server;;
.;;
"
";;
0;;
Enfin;;
0;;
j';;
ai;;
contract6;;
celle;;
de;;
la;;
bonne;;
eon-;;
"
";;
duite;;
et;;
du;;
travail;;
";";;
je;;
me;;
suis;;
donn6;;
bien;;
du;;
"
";;
mal;;
";";;
j';;
ai;;
pareouru;;
toute;;
la;LOC;LOC
France;LOC;LOC
0;;
marehant;PER;PER
Ia;PER;PER
"
";;
nuit;;
et;;
vendant;;
le;;
jour;;
0;;
faisant;;
souvent;;
bheaueoup;LOC;LOC
"
";;
de;;
chemin;;
en;;
vue;;
d';;
un;;
petit;;
bn6fice;;
0;;
et;;
vivant;;
de;;
"
";;
peu;;
.;;
J';;
arrive;;
de;;
Paris;LOC;LOC
0;;
o;;
j';;
ai;;
retrouve;;
mon;;
pbre;;
0;;
"
";;
que;;
je;;
n';;
avais;;
pas;;
vu;;
depuis;;
huit;;
ans;;
.;;
Juges;MISC;MISC
si;;
jai;;
"
";;
ete;;
heureux;;
d';;
etre;;
en;;
tat;;
de;;
le;;
tirer;;
de;;
la;;
carribre;ORG;ORG
"
";;
o;;
il;;
travaillait;;
0;;
ce;;
qui;;
6tit;;
un;;
metier;;
trop;;
dnr;;
"
";;
pour;;
son;;
Agel;LOC;LOC
J';;
ai;;
pu;;
lui;;
.;;
aeheter;;
le;;
fonds;;
d';;
un;;
de;;
"
";;
ees;;
petits;;
commeres;;
des;;
rues;;
0;;
qui;;
0;;
 ;;
Paris;LOC;LOC
0;;
suf;MISC;MISC
0;MISC;MISC
JEANNR;MISC;MISC
EPOLB;;
EP;;
MInE.;ORG;ORG
"
";;
17;;
"
";;
fisent;;
 ;;
nourrir;;
leur;;
homme;;
.;;
Me;PER;PER
voioi;PER;PER
le;;
our;ORG;ORG
"
";;
cuntent;;
on;;
enaeant;;
qus;;
mon;;
auvra;;
phre;;
naum;;
"
";;
plus;;
 ;;
souffrir;;
0;;
aet;;
je;;
compte;;
bion;;
l';;
aller;;
voir;;
de;;
"
";;
temps;;
on;;
temps;;
.;;
"
";;
0;;
Nous;;
aommes;;
tous;;
bion;;
heureux;;
0;;
dit;;
grand;;
"
";;
Louis;PER;PER
0;;
dae;;
vous;;
voir;;
en;;
si;;
bon;;
chemin;;
.;;
n;;
"
";;
Mattre;LOC;LOC
fTixier;;
vend;;
de;;
la;;
piume;PER;PER
a;;
Jeanne;PER;PER
.;;
"
";;
Apres;;
le;;
souper;;
0;;
maitre;;
Tixier;PER;PER
visita;;
les;;
leux;;
"
";;
chambres;;
de;;
Jeanne;PER;PER
0;;
et;;
lui;;
dit;;
:;;
"
";;
a;;
Je;;
te;;
voi;;
bien;;
deux;;
chlits;;
0;;
ma;;
fille;;
0;;
mais;;
"
";;
il;;
y;;
en;;
a;;
un;;
vide;;
0;;
et;;
ga;;
me;;
choque;;
.;;
"
";;
0;;
Mattre;PER;PER
Tixier;PER;PER
0;;
jai;MISC;MISC
aehet6;MISC;MISC
d;MISC;MISC
la;MISC;MISC
toile;MISC;MISC
pour;MISC;MISC
"
";MISC;MISC
fire;MISC;MISC
une;;
paillsse;;
";";;
je;;
vais;;
l;;
coude;;
ds;;
demain;;
0;;
"
";;
et;;
vous;;
me;;
donnarez;;
bien;;
de;;
la;;
paille;;
fatehe;;
pour;;
"
 ";;
remplir;;
";";;
quad;;
men;;
mari;;
hattr;PER;PER
votre;;
avoine;;
0;;
"
 ";;
ee;;
aera;;
ds;PER;PER
la;PER;PER
btle;PER;PER
sur;;
laquelle;;
il;;
oueharn;;
"
";;
au;;
besoin;;
.;;
"
";;
0;;
Et;;
tu;;
erois;;
0;;
toi;;
0;;
ue;;
je;;
souffrirui;;
que;;
ton;;
"
";;
homme;;
eouehe;;
sur;;
la;;
ble;;
quand;;
il;;
sora;LOC;LOC
bien;;
ha-;PER;PER
"
";PER;PER
rass6;PER;PER
t;PER;PER
Il;;
ne;;
manque;;
pas;;
de;;
plume;;
a;;
la;;
maison;;
";";;
];;
"
";;
W;PER;PER
en;;
auras;;
demain;;
ce;;
qu';;
il;;
te;;
faudra;;
pour;;
faire;;
un;;
"
";;
ige;;
ies;;
:;;
end;;
Luis;PER;PER
na;;
];;
"
";;
pas;;
besoin;;
de;;
se;;
meler;;
de;;
cela;;
.;;
"
";;
-J';;
ai;;
une;;
belle;;
pieee;;
de;;
eoutil;;
0;;
dit;;
le;;
mar-;;
];;
"
";;
chand;MISC;MISC
0;;
et;;
je;;
vous;;
vendrai;;
 ;;
bon;;
mareh6;;
ce;;
qui;;
0;;
];;
"
";;
vous;;
sera;;
neoessaire;;
";";;
j';;
ai;;
aussi;;
remarque;;
qu';;
il;;
];;
"
";;
manue;;
des;;
rideaux;;
a;;
votre;;
fenetre;;
";";;
je;;
me;;
sou-;;
];;
"
";;
viens;;
daoir;;
qulque;;
prt;MISC;MISC
0;;
dans;;
mes;;
hallots;;
0;;
un;;
];;
"
";;
reste;;
dindienne;;
a;;
raies;;
blanches;;
t;;
rouges;;
0;;
qui;;
ira;;
];;
"
";;
bien;;
avee;;
le;;
lit;;
.;;
Je;;
vous;;
le;;
donnerai;;
en;;
bon;;
souve-18;;
"
";;
R0IIlai;;
ARIIB;MISC;MISC
.;;
"
";;
nir;;
d;;
notre;;
souper;;
d';;
aujourd'hui;;
ot;;
du;;
pltisirquae;;
"
";;
iai;;
 ;;
voua;;
retraur;PER;PER
tous;;
.;;
"
";;
--;;
Mais;;
0;;
monsieur;;
la;;
marhand;;
0;;
me;;
fanetre;;
sa;;
"
";;
pussara;LOC;LOC
bien;;
da;;
rideaux;;
";";;
c';;
est;;
trp;PER;PER
beu;PER;PER
pour;;
des;;
"
";;
gns;;
eomma;PER;PER
naous;PER;PER
.;;
"
";;
0;;
leunne;;
0;;
quand;;
vous;;
me;;
punsiez;;
la;;
front;;
0;;
ja;;
"
";;
n';;
ai;;
pns;;
refus6;;
vos;;
soins;;
0;;
aet;PER;PER
jo;PER;PER
n';;
ai;;
pas;;
aeraint;;
de;;
"
";;
vous;;
donner;;
de;;
la;;
peino;;
:;;
pourquoi;;
no;;
xoudrie-;;
"
";;
vous;;
pas;;
aeepter;;
c;;
qua;;
ja;;
voue;;
offet;;
"
";;
--;;
lunns;PER;PER
0;;
il;;
fit;;
qu;;
persann;PER;PER
ne;;
sorte;;
mcon-;;
"
";;
tsnt;;
de;;
chexz;LOC;LOC
vous;;
aujoud';;
hui;;
0;;
fit;;
ohserver;PER;PER
la;;
cur;LOC;LOC
.;;
"
";;
0;;
Eh;;
hianl;;
merei;;
de;;
votre;;
gnerosit6;LOC;LOC
0;;
dit;;
"
";;
Ieanno;LOC;LOC
au;;
marehand;LOC;LOC
";";;
at;;
0;;
poeur;;
tout;;
dire;;
0;;
je;;
ns;;
se-;;
"
";;
rai;;
pas;;
fchee;;
davir;;
des;;
rideuux;PER;PER
.;;
n;;
"
";;
Le;;
eolporteur;;
dit;;
au;;
pre;PER;PER
ixier;PER;PER
0;;
comme;;
ils;;
ran-;;
"
";;
traiont;;
au;;
Grand;LOC;LOC
Bil;LOC;LOC
:;;
"
";;
a;;
En;MISC;MISC
passunt;MISC;MISC
par;;
la;;
ville;;
0;;
j';;
ai;;
vuun;;
petit;;
mar-;;
"
";;
hund;;
tuilleur;;
qui;;
m';;
a;;
cd6;;
son;;
fonds;;
";";;
je;;
suis;;
con-;;
"
";;
venu;;
de;;
lui;;
prendre;;
lannee;MISC;MISC
prochaine;MISC;MISC
";";;
mais;;
il;;
"
";;
me;;
fuaudra;;
une;;
femme;;
dans;;
cette;;
boutique;;
.;;
"
";;
0;;
Eh;;
bient;;
"
";;
0;;
Si;;
vous;;
vouliez;;
me;;
donner;;
votre;;
Louise;PER;PER
0;;
je;;
"
";;
serais;;
bien;;
acontent;;
";";;
elle;;
aonnait;;
tout;;
le;;
pays;;
0;;
et;;
0;;
"
";;
comme;;
je;;
ne;;
vendrai;;
gure;;
qu';;
a;;
la;;
campagne;;
0;;
je;;
"
";;
crois;;
que;;
nous;;
ferions;;
une;;
bonne;;
maison;;
ansemhle;PER;PER
.;;
"
";;
--;;
liui;PER;PER
an;PER;PER
as;PER;PER
0;;
tn;;
parle;;
"
";;
0;;
Non;;
0;;
maitre;;
Tixier;PER;PER
0;;
je;;
voulais;;
savoir;;
co;;
que;;
"
";;
vous;;
en;;
diriez;;
0;;
"
";;
--Arranga;;
0;;
toi;;
aveo;;
elle;;
0;;
je;;
ton;;
donne;;
la;;
per-;;
"
";;
mission;;
.;;
"
";;
ILs;MISC;MISC
colporteur;;
resta;;
deux;;
jours;;
chez;;
mattre;;
"
";;
Iixisr;LOC;LOC
0;;
et;;
0;;
quand;;
il;;
partit;;
0;;
les;;
assords;;
6taient;;
fits;;
.;;
JANN;MISC;MISC
A0U;;
T;;
MRR;;
.;;
"
";;
La;;
tamille;;
amoht;PER;PER
viant;PER;PER
volr;PER;PER
leanne;PER;PER
.;;
"
";;
19;;
"
";;
Iua;MISC;MISC
famille;MISC;MISC
DDumont;MISC;MISC
vint;;
0;;
le;;
murdi;;
0;;
voi;PER;PER
leunne;PER;PER
0;;
"
";;
qui;;
leur;;
avait;;
dit;;
la;;
vailla;;
qu';;
elle;;
tait;;
emmenag6e;;
.;;
"
 ";;
tiais;;
0;;
tu;;
que;;
t;;
nes;;
pas;;
du;;
tout;;
mal;;
loge;;
0;;
"
";;
petite;;
ennnot;PER;PER
lui;;
dit;;
Mme;PER;PER
lasaur;PER;PER
";";;
et;;
quas;;
0;;
tu;;
done;;
"
";;
dins;;
ta;;
bassoe;;
0;;
oourt;;
"
";;
--;;
ien;PER;PER
enore;PER;PER
0;;
madam;PER;PER
";";;
maitre;;
ITixier;PER;PER
va;;
me;;
"
";;
donner;;
une;;
chvre;;
0;;
un;;
uoq;;
et;;
deux;;
poules;;
.;;
"
";;
0;;
Quil;;
te;;
donne;;
plut0;MISC;MISC
t;MISC;MISC
deux;MISC;MISC
ceunes;MISC;MISC
et;;
un;;
ca;MISC;MISC
"
";;
nard;;
0;;
dit;;
Mme;PER;PER
bumont;PER;PER
";";;
je;;
t';;
aenverruai;;
un;;
coq;;
et;;
"
";;
deux;;
poulettes;;
de;;
ma;;
belle;;
ruce;;
.;;
"
";;
0;;
REt;;
moi;;
0;;
dit;;
Auguste;PER;PER
0;;
qui;;
6tait;;
deven;;
un;;
bel;;
"
";;
offieier;;
0;;
je;;
tapporterai;PER;PER
une;;
puaire;;
de;;
ces;;
jolis;;
pi-;;
"
";;
gons;;
que;;
tu;;
aimes;;
tant;;
"
";;
--t;;
moi;;
0;;
dit;;
Mm;PER;PER
Sophie;PER;PER
0;;
je;;
te;;
donnerai;;
uno;MISC;MISC
"
";MISC;MISC
jolie;MISC;MISC
chatte;MISC;MISC
a;;
longs;;
poils;;
pour;;
te;;
tenir;;
.;;
compagnie;ORG;ORG
";";;
"
";;
ea;;
;;
0;;
J;PER;PER
puvre;PER;PER
eanne;PER;PER
0;;
tu;;
vas;;
trouver;;
la;;
maison;;
"
";;
bin;;
grande;;
quand;;
tu;;
seras;;
seule;;
toute;;
la;;
journee;;
.;;
];;
"
";;
0;;
Ohl;;
je;;
vais;;
chereher;LOC;LOC
de;;
l';;
ouvrage;;
tout;;
de;;
"
";;
suite;;
aprhs;MISC;MISC
avoir;;
